Data,Info,Valor,Info1,Info2,Info3,Info4,Info5,Info6,Info7,Info8,Info9,Info10
2019-10-31,imoveis_dormitorio_1_se,"22,00",imoveis,dormitorio,1,se,,,,,,
2020-04-30,imoveis_tipo_apartamento_es,"82,00",imoveis,tipo,apartamento,es,,,,,,
2018-02-28,imoveis_dormitorio_4_mais_sp,"257,00",imoveis,dormitorio,4,mais,sp,,,,,
2019-11-30,imoveis_garantia_hipoteca_br,"5.778,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_3_ms,"211,00",imoveis,dormitorio,3,ms,,,,,,
2019-05-31,imoveis_implantacao_condominio_rs,"2.066,00",imoveis,implantacao,condominio,rs,,,,,,
2021-11-30,imoveis_valor_avaliacao_mt,"195.000,00",imoveis,valor,avaliacao,mt,,,,,,
2019-10-31,imoveis_dormitorio_1_sp,"4.611,00",imoveis,dormitorio,1,sp,,,,,,
2020-04-30,imoveis_tipo_apartamento_go,"1.349,00",imoveis,tipo,apartamento,go,,,,,,
2018-02-28,imoveis_dormitorio_4_mais_to,"11,00",imoveis,dormitorio,4,mais,to,,,,,
2019-12-31,imoveis_garantia_alienacao_fiduciaria_br,"57.993,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_3_mt,"214,00",imoveis,dormitorio,3,mt,,,,,,
2019-05-31,imoveis_implantacao_condominio_sc,"1.268,00",imoveis,implantacao,condominio,sc,,,,,,
2021-11-30,imoveis_valor_avaliacao_pa,"160.278,66",imoveis,valor,avaliacao,pa,,,,,,
2019-10-31,imoveis_dormitorio_1_to,"6,00",imoveis,dormitorio,1,to,,,,,,
2020-04-30,imoveis_tipo_apartamento_ma,"216,00",imoveis,tipo,apartamento,ma,,,,,,
2018-03-31,imoveis_dormitorio_1_al,"18,00",imoveis,dormitorio,1,al,,,,,,
2019-12-31,imoveis_garantia_hipoteca_br,"5.902,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_3_pa,"108,00",imoveis,dormitorio,3,pa,,,,,,
2019-05-31,imoveis_implantacao_condominio_se,"197,00",imoveis,implantacao,condominio,se,,,,,,
2021-11-30,imoveis_valor_avaliacao_pb,"135.000,00",imoveis,valor,avaliacao,pb,,,,,,
2019-10-31,imoveis_dormitorio_2_ac,"34,00",imoveis,dormitorio,2,ac,,,,,,
2020-04-30,imoveis_tipo_apartamento_mg,"1.646,00",imoveis,tipo,apartamento,mg,,,,,,
2018-03-31,imoveis_dormitorio_1_am,"16,00",imoveis,dormitorio,1,am,,,,,,
2020-01-31,imoveis_garantia_alienacao_fiduciaria_br,"40.316,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_3_pb,"170,00",imoveis,dormitorio,3,pb,,,,,,
2019-05-31,imoveis_implantacao_condominio_sp,"9.838,00",imoveis,implantacao,condominio,sp,,,,,,
2021-11-30,imoveis_valor_avaliacao_pe,"140.000,00",imoveis,valor,avaliacao,pe,,,,,,
2019-10-31,imoveis_dormitorio_2_al,"442,00",imoveis,dormitorio,2,al,,,,,,
2020-04-30,imoveis_tipo_apartamento_ms,"344,00",imoveis,tipo,apartamento,ms,,,,,,
2018-03-31,imoveis_dormitorio_1_ba,"100,00",imoveis,dormitorio,1,ba,,,,,,
2020-01-31,imoveis_garantia_hipoteca_br,"5.828,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_3_pe,"345,00",imoveis,dormitorio,3,pe,,,,,,
2019-05-31,imoveis_implantacao_condominio_to,"84,00",imoveis,implantacao,condominio,to,,,,,,
2021-11-30,imoveis_valor_avaliacao_pi,"131.000,00",imoveis,valor,avaliacao,pi,,,,,,
2019-10-31,imoveis_dormitorio_2_am,"480,00",imoveis,dormitorio,2,am,,,,,,
2020-04-30,imoveis_tipo_apartamento_mt,"603,00",imoveis,tipo,apartamento,mt,,,,,,
2018-03-31,imoveis_dormitorio_1_ce,"74,00",imoveis,dormitorio,1,ce,,,,,,
2020-02-29,imoveis_garantia_alienacao_fiduciaria_br,"41.006,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_3_pi,"115,00",imoveis,dormitorio,3,pi,,,,,,
2019-05-31,imoveis_implantacao_isolado_ac,"28,00",imoveis,implantacao,isolado,ac,,,,,,
2021-11-30,imoveis_valor_avaliacao_pr,"183.763,00",imoveis,valor,avaliacao,pr,,,,,,
2019-10-31,imoveis_dormitorio_2_ap,"42,00",imoveis,dormitorio,2,ap,,,,,,
2020-04-30,imoveis_tipo_apartamento_pa,"199,00",imoveis,tipo,apartamento,pa,,,,,,
2018-03-31,imoveis_dormitorio_1_df,"224,00",imoveis,dormitorio,1,df,,,,,,
2020-02-29,imoveis_garantia_hipoteca_br,"5.788,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_3_pr,"1.070,00",imoveis,dormitorio,3,pr,,,,,,
2019-05-31,imoveis_implantacao_isolado_al,"185,00",imoveis,implantacao,isolado,al,,,,,,
2021-11-30,imoveis_valor_avaliacao_rj,"180.000,00",imoveis,valor,avaliacao,rj,,,,,,
2019-10-31,imoveis_dormitorio_2_ba,"1.645,00",imoveis,dormitorio,2,ba,,,,,,
2020-04-30,imoveis_tipo_apartamento_pb,"166,00",imoveis,tipo,apartamento,pb,,,,,,
2018-03-31,imoveis_dormitorio_1_es,"106,00",imoveis,dormitorio,1,es,,,,,,
2020-03-31,imoveis_garantia_alienacao_fiduciaria_br,"54.729,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_3_rj,"371,00",imoveis,dormitorio,3,rj,,,,,,
2019-05-31,imoveis_implantacao_isolado_am,"185,00",imoveis,implantacao,isolado,am,,,,,,
2021-11-30,imoveis_valor_avaliacao_rn,"125.526,67",imoveis,valor,avaliacao,rn,,,,,,
2019-10-31,imoveis_dormitorio_2_ce,"1.026,00",imoveis,dormitorio,2,ce,,,,,,
2020-04-30,imoveis_tipo_apartamento_pe,"261,00",imoveis,tipo,apartamento,pe,,,,,,
2018-03-31,imoveis_dormitorio_1_go,"164,00",imoveis,dormitorio,1,go,,,,,,
2020-03-31,imoveis_garantia_hipoteca_br,"6.410,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_3_rn,"94,00",imoveis,dormitorio,3,rn,,,,,,
2019-05-31,imoveis_implantacao_isolado_ap,"29,00",imoveis,implantacao,isolado,ap,,,,,,
2021-11-30,imoveis_valor_avaliacao_ro,"160.000,00",imoveis,valor,avaliacao,ro,,,,,,
2019-10-31,imoveis_dormitorio_2_df,"482,00",imoveis,dormitorio,2,df,,,,,,
2020-04-30,imoveis_tipo_apartamento_pi,"124,00",imoveis,tipo,apartamento,pi,,,,,,
2018-03-31,imoveis_dormitorio_1_ma,"6,00",imoveis,dormitorio,1,ma,,,,,,
2020-04-30,imoveis_garantia_alienacao_fiduciaria_br,"44.994,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_3_ro,"63,00",imoveis,dormitorio,3,ro,,,,,,
2019-05-31,imoveis_implantacao_isolado_ba,"1.049,00",imoveis,implantacao,isolado,ba,,,,,,
2021-11-30,imoveis_valor_avaliacao_rr,"381.767,60",imoveis,valor,avaliacao,rr,,,,,,
2019-10-31,imoveis_dormitorio_2_es,"616,00",imoveis,dormitorio,2,es,,,,,,
2020-04-30,imoveis_tipo_apartamento_pr,"1.205,00",imoveis,tipo,apartamento,pr,,,,,,
2018-03-31,imoveis_dormitorio_1_mg,"601,00",imoveis,dormitorio,1,mg,,,,,,
2020-04-30,imoveis_garantia_hipoteca_br,"6.498,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_3_rr,"14,00",imoveis,dormitorio,3,rr,,,,,,
2019-05-31,imoveis_implantacao_isolado_ce,"719,00",imoveis,implantacao,isolado,ce,,,,,,
2021-11-30,imoveis_valor_avaliacao_rs,"171.900,00",imoveis,valor,avaliacao,rs,,,,,,
2019-10-31,imoveis_dormitorio_2_go,"3.293,00",imoveis,dormitorio,2,go,,,,,,
2020-04-30,imoveis_tipo_apartamento_rj,"324,00",imoveis,tipo,apartamento,rj,,,,,,
2018-03-31,imoveis_dormitorio_1_ms,"68,00",imoveis,dormitorio,1,ms,,,,,,
2020-05-31,imoveis_garantia_alienacao_fiduciaria_br,"50.291,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_3_rs,"613,00",imoveis,dormitorio,3,rs,,,,,,
2019-05-31,imoveis_implantacao_isolado_df,"361,00",imoveis,implantacao,isolado,df,,,,,,
2021-11-30,imoveis_valor_avaliacao_sc,"194.000,00",imoveis,valor,avaliacao,sc,,,,,,
2019-10-31,imoveis_dormitorio_2_ma,"910,00",imoveis,dormitorio,2,ma,,,,,,
2020-04-30,imoveis_tipo_apartamento_rn,"257,00",imoveis,tipo,apartamento,rn,,,,,,
2018-03-31,imoveis_dormitorio_1_mt,"43,00",imoveis,dormitorio,1,mt,,,,,,
2020-05-31,imoveis_garantia_hipoteca_br,"6.612,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_3_sc,"522,00",imoveis,dormitorio,3,sc,,,,,,
2019-05-31,imoveis_implantacao_isolado_es,"324,00",imoveis,implantacao,isolado,es,,,,,,
2021-11-30,imoveis_valor_avaliacao_se,"130.000,00",imoveis,valor,avaliacao,se,,,,,,
2019-10-31,imoveis_dormitorio_2_mg,"5.618,00",imoveis,dormitorio,2,mg,,,,,,
2020-04-30,imoveis_tipo_apartamento_ro,"216,00",imoveis,tipo,apartamento,ro,,,,,,
2018-03-31,imoveis_dormitorio_1_pa,"18,00",imoveis,dormitorio,1,pa,,,,,,
2020-06-30,imoveis_garantia_alienacao_fiduciaria_br,"61.673,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_3_se,"231,00",imoveis,dormitorio,3,se,,,,,,
2019-05-31,imoveis_implantacao_isolado_go,"1.455,00",imoveis,implantacao,isolado,go,,,,,,
2021-11-30,imoveis_valor_avaliacao_sp,"230.000,00",imoveis,valor,avaliacao,sp,,,,,,
2019-10-31,imoveis_dormitorio_2_ms,"864,00",imoveis,dormitorio,2,ms,,,,,,
2020-04-30,imoveis_tipo_apartamento_rr,"39,00",imoveis,tipo,apartamento,rr,,,,,,
2018-03-31,imoveis_dormitorio_1_pb,"42,00",imoveis,dormitorio,1,pb,,,,,,
2020-06-30,imoveis_garantia_hipoteca_br,"7.521,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_3_sp,"2.486,00",imoveis,dormitorio,3,sp,,,,,,
2019-05-31,imoveis_implantacao_isolado_ma,"472,00",imoveis,implantacao,isolado,ma,,,,,,
2021-11-30,imoveis_valor_avaliacao_to,"192.000,00",imoveis,valor,avaliacao,to,,,,,,
2019-10-31,imoveis_dormitorio_2_mt,"857,00",imoveis,dormitorio,2,mt,,,,,,
2020-04-30,imoveis_tipo_apartamento_rs,"952,00",imoveis,tipo,apartamento,rs,,,,,,
2018-03-31,imoveis_dormitorio_1_pe,"44,00",imoveis,dormitorio,1,pe,,,,,,
2020-07-31,imoveis_garantia_alienacao_fiduciaria_br,"67.018,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_3_to,"66,00",imoveis,dormitorio,3,to,,,,,,
2019-05-31,imoveis_implantacao_isolado_mg,"3.332,00",imoveis,implantacao,isolado,mg,,,,,,
2018-01-31,imoveis_valor_compra_ac,"190.000,00",imoveis,valor,compra,ac,,,,,,
2019-10-31,imoveis_dormitorio_2_pa,"556,00",imoveis,dormitorio,2,pa,,,,,,
2020-04-30,imoveis_tipo_apartamento_sc,"660,00",imoveis,tipo,apartamento,sc,,,,,,
2018-03-31,imoveis_dormitorio_1_pi,"5,00",imoveis,dormitorio,1,pi,,,,,,
2020-07-31,imoveis_garantia_hipoteca_br,"7.428,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_4_mais_al,"18,00",imoveis,dormitorio,4,mais,al,,,,,
2019-05-31,imoveis_implantacao_isolado_ms,"533,00",imoveis,implantacao,isolado,ms,,,,,,
2018-01-31,imoveis_valor_compra_al,"99.900,00",imoveis,valor,compra,al,,,,,,
2019-10-31,imoveis_dormitorio_2_pb,"1.030,00",imoveis,dormitorio,2,pb,,,,,,
2020-04-30,imoveis_tipo_apartamento_se,"202,00",imoveis,tipo,apartamento,se,,,,,,
2018-03-31,imoveis_dormitorio_1_pr,"466,00",imoveis,dormitorio,1,pr,,,,,,
2020-08-31,imoveis_garantia_alienacao_fiduciaria_br,"66.486,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_4_mais_am,"28,00",imoveis,dormitorio,4,mais,am,,,,,
2019-05-31,imoveis_implantacao_isolado_mt,"722,00",imoveis,implantacao,isolado,mt,,,,,,
2018-01-31,imoveis_valor_compra_am,"242.425,34",imoveis,valor,compra,am,,,,,,
2019-10-31,imoveis_dormitorio_2_pe,"1.454,00",imoveis,dormitorio,2,pe,,,,,,
2020-04-30,imoveis_tipo_apartamento_sp,"4.609,00",imoveis,tipo,apartamento,sp,,,,,,
2018-03-31,imoveis_dormitorio_1_rj,"594,00",imoveis,dormitorio,1,rj,,,,,,
2020-08-31,imoveis_garantia_hipoteca_br,"7.261,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_4_mais_ap,"2,00",imoveis,dormitorio,4,mais,ap,,,,,
2019-05-31,imoveis_implantacao_isolado_pa,"280,00",imoveis,implantacao,isolado,pa,,,,,,
2018-01-31,imoveis_valor_compra_ap,"242.500,00",imoveis,valor,compra,ap,,,,,,
2019-10-31,imoveis_dormitorio_2_pi,"250,00",imoveis,dormitorio,2,pi,,,,,,
2020-04-30,imoveis_tipo_apartamento_to,"128,00",imoveis,tipo,apartamento,to,,,,,,
2018-03-31,imoveis_dormitorio_1_rn,"35,00",imoveis,dormitorio,1,rn,,,,,,
2020-09-30,imoveis_garantia_alienacao_fiduciaria_br,"66.720,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_4_mais_ba,"68,00",imoveis,dormitorio,4,mais,ba,,,,,
2019-05-31,imoveis_implantacao_isolado_pb,"442,00",imoveis,implantacao,isolado,pb,,,,,,
2018-01-31,imoveis_valor_compra_ba,"135.000,00",imoveis,valor,compra,ba,,,,,,
2019-10-31,imoveis_dormitorio_2_pr,"3.884,00",imoveis,dormitorio,2,pr,,,,,,
2020-04-30,imoveis_tipo_casa_ac,"13,00",imoveis,tipo,casa,ac,,,,,,
2018-03-31,imoveis_dormitorio_1_ro,"9,00",imoveis,dormitorio,1,ro,,,,,,
2020-09-30,imoveis_garantia_hipoteca_br,"7.023,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_4_mais_ce,"77,00",imoveis,dormitorio,4,mais,ce,,,,,
2019-05-31,imoveis_implantacao_isolado_pe,"782,00",imoveis,implantacao,isolado,pe,,,,,,
2018-01-31,imoveis_valor_compra_ce,"155.000,00",imoveis,valor,compra,ce,,,,,,
2019-10-31,imoveis_dormitorio_2_rj,"2.946,00",imoveis,dormitorio,2,rj,,,,,,
2020-04-30,imoveis_tipo_casa_al,"274,00",imoveis,tipo,casa,al,,,,,,
2018-03-31,imoveis_dormitorio_1_rr,"10,00",imoveis,dormitorio,1,rr,,,,,,
2020-10-31,imoveis_garantia_alienacao_fiduciaria_br,"68.044,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_4_mais_df,"72,00",imoveis,dormitorio,4,mais,df,,,,,
2019-05-31,imoveis_implantacao_isolado_pi,"262,00",imoveis,implantacao,isolado,pi,,,,,,
2018-01-31,imoveis_valor_compra_df,"275.000,00",imoveis,valor,compra,df,,,,,,
2019-10-31,imoveis_dormitorio_2_rn,"866,00",imoveis,dormitorio,2,rn,,,,,,
2020-04-30,imoveis_tipo_casa_am,"488,00",imoveis,tipo,casa,am,,,,,,
2018-03-31,imoveis_dormitorio_1_rs,"844,00",imoveis,dormitorio,1,rs,,,,,,
2020-10-31,imoveis_garantia_hipoteca_br,"7.439,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_4_mais_es,"25,00",imoveis,dormitorio,4,mais,es,,,,,
2019-05-31,imoveis_implantacao_isolado_pr,"2.953,00",imoveis,implantacao,isolado,pr,,,,,,
2018-01-31,imoveis_valor_compra_es,"190.000,00",imoveis,valor,compra,es,,,,,,
2019-10-31,imoveis_dormitorio_2_ro,"264,00",imoveis,dormitorio,2,ro,,,,,,
2020-04-30,imoveis_tipo_casa_ap,"11,00",imoveis,tipo,casa,ap,,,,,,
2018-03-31,imoveis_dormitorio_1_sc,"219,00",imoveis,dormitorio,1,sc,,,,,,
2020-11-30,imoveis_garantia_alienacao_fiduciaria_br,"60.402,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_4_mais_go,"89,00",imoveis,dormitorio,4,mais,go,,,,,
2019-05-31,imoveis_implantacao_isolado_rj,"1.209,00",imoveis,implantacao,isolado,rj,,,,,,
2018-01-31,imoveis_valor_compra_go,"140.821,00",imoveis,valor,compra,go,,,,,,
2019-10-31,imoveis_dormitorio_2_rr,"33,00",imoveis,dormitorio,2,rr,,,,,,
2020-04-30,imoveis_tipo_casa_ba,"1.103,00",imoveis,tipo,casa,ba,,,,,,
2018-03-31,imoveis_dormitorio_1_se,"5,00",imoveis,dormitorio,1,se,,,,,,
2020-11-30,imoveis_garantia_hipoteca_br,"6.855,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_4_mais_ma,"6,00",imoveis,dormitorio,4,mais,ma,,,,,
2019-05-31,imoveis_implantacao_isolado_rn,"538,00",imoveis,implantacao,isolado,rn,,,,,,
2018-01-31,imoveis_valor_compra_ma,"123.000,00",imoveis,valor,compra,ma,,,,,,
2019-10-31,imoveis_dormitorio_2_rs,"3.581,00",imoveis,dormitorio,2,rs,,,,,,
2020-04-30,imoveis_tipo_casa_ce,"498,00",imoveis,tipo,casa,ce,,,,,,
2018-03-31,imoveis_dormitorio_1_sp,"4.056,00",imoveis,dormitorio,1,sp,,,,,,
2020-12-31,imoveis_garantia_alienacao_fiduciaria_br,"62.336,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_4_mais_mg,"160,00",imoveis,dormitorio,4,mais,mg,,,,,
2019-05-31,imoveis_implantacao_isolado_ro,"191,00",imoveis,implantacao,isolado,ro,,,,,,
2018-01-31,imoveis_valor_compra_mg,"145.051,35",imoveis,valor,compra,mg,,,,,,
2019-10-31,imoveis_dormitorio_2_sc,"2.789,00",imoveis,dormitorio,2,sc,,,,,,
2020-04-30,imoveis_tipo_casa_df,"749,00",imoveis,tipo,casa,df,,,,,,
2018-03-31,imoveis_dormitorio_1_to,"3,00",imoveis,dormitorio,1,to,,,,,,
2020-12-31,imoveis_garantia_hipoteca_br,"5.958,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_4_mais_ms,"43,00",imoveis,dormitorio,4,mais,ms,,,,,
2019-05-31,imoveis_implantacao_isolado_rr,"52,00",imoveis,implantacao,isolado,rr,,,,,,
2018-01-31,imoveis_valor_compra_ms,"135.000,00",imoveis,valor,compra,ms,,,,,,
2019-10-31,imoveis_dormitorio_2_se,"594,00",imoveis,dormitorio,2,se,,,,,,
2020-04-30,imoveis_tipo_casa_es,"497,00",imoveis,tipo,casa,es,,,,,,
2018-03-31,imoveis_dormitorio_2_ac,"32,00",imoveis,dormitorio,2,ac,,,,,,
2021-01-31,imoveis_garantia_alienacao_fiduciaria_br,"44.382,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_4_mais_mt,"33,00",imoveis,dormitorio,4,mais,mt,,,,,
2019-05-31,imoveis_implantacao_isolado_rs,"2.166,00",imoveis,implantacao,isolado,rs,,,,,,
2018-01-31,imoveis_valor_compra_mt,"144.191,49",imoveis,valor,compra,mt,,,,,,
2019-10-31,imoveis_dormitorio_2_sp,"16.867,00",imoveis,dormitorio,2,sp,,,,,,
2020-04-30,imoveis_tipo_casa_go,"1.871,00",imoveis,tipo,casa,go,,,,,,
2018-03-31,imoveis_dormitorio_2_al,"475,00",imoveis,dormitorio,2,al,,,,,,
2021-01-31,imoveis_garantia_hipoteca_br,"5.257,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_4_mais_pa,"13,00",imoveis,dormitorio,4,mais,pa,,,,,
2019-05-31,imoveis_implantacao_isolado_sc,"1.538,00",imoveis,implantacao,isolado,sc,,,,,,
2018-01-31,imoveis_valor_compra_pa,"144.800,00",imoveis,valor,compra,pa,,,,,,
2019-10-31,imoveis_dormitorio_2_to,"239,00",imoveis,dormitorio,2,to,,,,,,
2020-04-30,imoveis_tipo_casa_ma,"239,00",imoveis,tipo,casa,ma,,,,,,
2018-03-31,imoveis_dormitorio_2_am,"128,00",imoveis,dormitorio,2,am,,,,,,
2021-02-28,imoveis_garantia_alienacao_fiduciaria_br,"50.351,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_4_mais_pb,"31,00",imoveis,dormitorio,4,mais,pb,,,,,
2019-05-31,imoveis_implantacao_isolado_se,"426,00",imoveis,implantacao,isolado,se,,,,,,
2018-01-31,imoveis_valor_compra_pb,"133.243,50",imoveis,valor,compra,pb,,,,,,
2019-10-31,imoveis_dormitorio_3_ac,"32,00",imoveis,dormitorio,3,ac,,,,,,
2020-04-30,imoveis_tipo_casa_mg,"3.492,00",imoveis,tipo,casa,mg,,,,,,
2018-03-31,imoveis_dormitorio_2_ap,"5,00",imoveis,dormitorio,2,ap,,,,,,
2021-02-28,imoveis_garantia_hipoteca_br,"5.586,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_4_mais_pe,"32,00",imoveis,dormitorio,4,mais,pe,,,,,
2019-05-31,imoveis_implantacao_isolado_sp,"10.464,00",imoveis,implantacao,isolado,sp,,,,,,
2018-01-31,imoveis_valor_compra_pe,"140.000,00",imoveis,valor,compra,pe,,,,,,
2019-10-31,imoveis_dormitorio_3_al,"138,00",imoveis,dormitorio,3,al,,,,,,
2020-04-30,imoveis_tipo_casa_ms,"502,00",imoveis,tipo,casa,ms,,,,,,
2018-03-31,imoveis_dormitorio_2_ba,"1.276,00",imoveis,dormitorio,2,ba,,,,,,
2021-03-31,imoveis_garantia_alienacao_fiduciaria_br,"63.267,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_4_mais_pi,"9,00",imoveis,dormitorio,4,mais,pi,,,,,
2019-05-31,imoveis_implantacao_isolado_to,"156,00",imoveis,implantacao,isolado,to,,,,,,
2018-01-31,imoveis_valor_compra_pi,"120.000,00",imoveis,valor,compra,pi,,,,,,
2019-10-31,imoveis_dormitorio_3_am,"154,00",imoveis,dormitorio,3,am,,,,,,
2020-04-30,imoveis_tipo_casa_mt,"713,00",imoveis,tipo,casa,mt,,,,,,
2018-03-31,imoveis_dormitorio_2_ce,"680,00",imoveis,dormitorio,2,ce,,,,,,
2021-03-31,imoveis_garantia_hipoteca_br,"6.500,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_4_mais_pr,"85,00",imoveis,dormitorio,4,mais,pr,,,,,
2019-06-30,imoveis_implantacao_condominio_ac,"13,00",imoveis,implantacao,condominio,ac,,,,,,
2018-01-31,imoveis_valor_compra_pr,"150.000,00",imoveis,valor,compra,pr,,,,,,
2019-10-31,imoveis_dormitorio_3_ap,"25,00",imoveis,dormitorio,3,ap,,,,,,
2020-04-30,imoveis_tipo_casa_pa,"227,00",imoveis,tipo,casa,pa,,,,,,
2018-03-31,imoveis_dormitorio_2_df,"306,00",imoveis,dormitorio,2,df,,,,,,
2021-04-30,imoveis_garantia_alienacao_fiduciaria_br,"54.044,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_4_mais_rj,"75,00",imoveis,dormitorio,4,mais,rj,,,,,
2019-06-30,imoveis_implantacao_condominio_al,"267,00",imoveis,implantacao,condominio,al,,,,,,
2018-01-31,imoveis_valor_compra_rj,"204.755,87",imoveis,valor,compra,rj,,,,,,
2019-10-31,imoveis_dormitorio_3_ba,"464,00",imoveis,dormitorio,3,ba,,,,,,
2020-04-30,imoveis_tipo_casa_pb,"852,00",imoveis,tipo,casa,pb,,,,,,
2018-03-31,imoveis_dormitorio_2_es,"458,00",imoveis,dormitorio,2,es,,,,,,
2021-04-30,imoveis_garantia_hipoteca_br,"6.349,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_4_mais_rn,"12,00",imoveis,dormitorio,4,mais,rn,,,,,
2019-06-30,imoveis_implantacao_condominio_am,"280,00",imoveis,implantacao,condominio,am,,,,,,
2018-01-31,imoveis_valor_compra_rn,"115.000,00",imoveis,valor,compra,rn,,,,,,
2019-10-31,imoveis_dormitorio_3_ce,"455,00",imoveis,dormitorio,3,ce,,,,,,
2020-04-30,imoveis_tipo_casa_pe,"861,00",imoveis,tipo,casa,pe,,,,,,
2018-03-31,imoveis_dormitorio_2_go,"2.512,00",imoveis,dormitorio,2,go,,,,,,
2021-05-31,imoveis_garantia_alienacao_fiduciaria_br,"56.909,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_4_mais_ro,"13,00",imoveis,dormitorio,4,mais,ro,,,,,
2019-06-30,imoveis_implantacao_condominio_ap,"25,00",imoveis,implantacao,condominio,ap,,,,,,
2018-01-31,imoveis_valor_compra_ro,"130.000,00",imoveis,valor,compra,ro,,,,,,
2019-10-31,imoveis_dormitorio_3_df,"240,00",imoveis,dormitorio,3,df,,,,,,
2020-04-30,imoveis_tipo_casa_pi,"76,00",imoveis,tipo,casa,pi,,,,,,
2018-03-31,imoveis_dormitorio_2_ma,"622,00",imoveis,dormitorio,2,ma,,,,,,
2021-05-31,imoveis_garantia_hipoteca_br,"6.339,00",imoveis,garantia,hipoteca,br,,,,,,
2018-12-31,imoveis_dormitorio_4_mais_rs,"77,00",imoveis,dormitorio,4,mais,rs,,,,,
2019-06-30,imoveis_implantacao_condominio_ba,"1.154,00",imoveis,implantacao,condominio,ba,,,,,,
2018-01-31,imoveis_valor_compra_rr,"149.291,41",imoveis,valor,compra,rr,,,,,,
2019-10-31,imoveis_dormitorio_3_es,"169,00",imoveis,dormitorio,3,es,,,,,,
2020-04-30,imoveis_tipo_casa_pr,"3.381,00",imoveis,tipo,casa,pr,,,,,,
2018-03-31,imoveis_dormitorio_2_mg,"4.250,00",imoveis,dormitorio,2,mg,,,,,,
2021-06-30,imoveis_garantia_alienacao_fiduciaria_br,"55.061,00",imoveis,garantia,alienacao,fiduciaria,br,,,,,
2018-12-31,imoveis_dormitorio_4_mais_sc,"49,00",imoveis,dormitorio,4,mais,sc,,,,,
2019-06-30,imoveis_implantacao_condominio_ce,"549,00",imoveis,implantacao,condominio,ce,,,,,,
2018-01-31,imoveis_valor_compra_rs,"161.031,54",imoveis,valor,compra,rs,,,,,,
2019-10-31,imoveis_dormitorio_3_go,"1.104,00",imoveis,dormitorio,3,go,,,,,,
2020-04-30,imoveis_tipo_casa_rj,"2.452,00",imoveis,tipo,casa,rj,,,,,,
